Hiperparámetros,R2
"('default', 'default', 0.05, 0.9, 2, 0.2, 0.8)",0.5709206536986849
"('default', 'default', 0.05, 0.9, 2, 0.01, 0.2)",0.5708663706565031
"('default', 'uniforme', 0.1, 0.6, 3, 0.05, 0.2)",0.5708075705694597
"('default', 'default', 0.1, 0.6, 7, 0.05, 0.4)",0.5706945135252863
"('default', 'dos_puntos', 0.05, 0.9, 5, 0.1, 0.6)",0.5703799223214597
"('default', 'uniforme', 0.05, 0.6, 5, 0.01, 0.6)",0.5703006720419712
"('default', 'default', 0.1, 0.9, 3, 0.01, 0.6)",0.5694641406254748
"('default', 'uniforme', 0.05, 0.6, 7, 0.01, 0.8)",0.5690382054225954
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.05, 0.6)",0.5689603515030048
"('default', 'default', 0.05, 0.9, 5, 0.2, 0.2)",0.5689181690454597
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.1, 0.6)",0.5688126646143794
"('diverse', 'default', 0.2, 0.9, 2, 0.01, 0.2)",0.5682546755487
"('default', 'dos_puntos', 0.05, 0.6, 2, 0.05, 0.4)",0.5677273116182505
"('default', 'dos_puntos', 0.05, 0.9, 3, 0.05, 0.4)",0.5677168237081098
"('default', 'uniforme', 0.05, 0.9, 5, 0.01, 0.8)",0.5676108811296936
"('default', 'uniforme', 0.05, 0.6, 7, 0.2, 0.6)",0.567375540210816
"('default', 'default', 0.2, 0.6, 3, 0.05, 0.2)",0.5673096303423596
"('default', 'dos_puntos', 0.1, 0.7, 2, 0.01, 0.4)",0.5672913542273686
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.05, 0.4)",0.5672300191287807
"('default', 'default', 0.1, 0.9, 7, 0.01, 0.6)",0.5671018948042208
"('default', 'dos_puntos', 0.05, 0.9, 5, 0.1, 0.8)",0.5670837035281789
"('default', 'dos_puntos', 0.1, 0.8, 5, 0.1, 0.2)",0.5670080545332066
"('default', 'uniforme', 0.05, 0.6, 7, 0.01, 0.4)",0.5669157968672921
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.1, 0.4)",0.5668755959017945
"('default', 'dos_puntos', 0.05, 0.7, 7, 0.05, 0.2)",0.5666040386752297
"('default', 'uniforme', 0.1, 0.9, 3, 0.05, 0.6)",0.5665476336741602
"('default', 'dos_puntos', 0.05, 0.6, 5, 0.1, 0.4)",0.5665116731867907
"('default', 'dos_puntos', 0.1, 0.9, 2, 0.1, 0.4)",0.5665098755221967
"('default', 'default', 0.05, 0.8, 7, 0.05, 0.6)",0.5664700844774698
"('default', 'dos_puntos', 0.1, 0.8, 5, 0.05, 0.2)",0.566427765135349
"('default', 'dos_puntos', 0.1, 0.7, 3, 0.05, 0.8)",0.5662769571443812
"('diverse', 'uniforme', 0.2, 0.7, 2, 0.01, 0.4)",0.5660902139722801
"('default', 'dos_puntos', 0.1, 0.7, 3, 0.01, 0.4)",0.5656040664217696
"('default', 'default', 0.05, 0.7, 5, 0.1, 0.2)",0.5655747669539466
"('default', 'uniforme', 0.1, 0.7, 2, 0.01, 0.2)",0.5655343732507312
"('default', 'dos_puntos', 0.1, 0.7, 2, 0.01, 0.6)",0.565493739211013
"('default', 'uniforme', 0.05, 0.9, 5, 0.1, 0.4)",0.5653809981174222
"('default', 'uniforme', 0.05, 0.9, 7, 0.01, 0.4)",0.5651511270318959
"('default', 'dos_puntos', 0.1, 0.9, 3, 0.01, 0.4)",0.5649492532276731
"('default', 'uniforme', 0.1, 0.7, 5, 0.01, 0.2)",0.5644143641694208
"('default', 'uniforme', 0.2, 0.8, 2, 0.2, 0.4)",0.564372059058457
"('default', 'default', 0.2, 0.9, 3, 0.05, 0.2)",0.5642381863312631
"('default', 'default', 0.2, 0.6, 2, 0.05, 0.4)",0.564222648310212
"('default', 'uniforme', 0.1, 0.9, 3, 0.1, 0.4)",0.5639326532164592
"('default', 'uniforme', 0.1, 0.8, 7, 0.1, 0.2)",0.5637793268075824
"('default', 'dos_puntos', 0.05, 0.9, 5, 0.05, 0.8)",0.5637675223381471
"('default', 'dos_puntos', 0.2, 0.6, 3, 0.2, 0.2)",0.5637292133787205
"('default', 'dos_puntos', 0.05, 0.8, 5, 0.1, 0.6)",0.563433564566436
"('default', 'uniforme', 0.1, 0.7, 2, 0.2, 0.4)",0.5631775088487287
"('default', 'dos_puntos', 0.05, 0.6, 5, 0.01, 0.4)",0.5628572969089062
"('default', 'uniforme', 0.05, 0.9, 5, 0.01, 0.2)",0.5625654976844372
"('default', 'dos_puntos', 0.1, 0.6, 2, 0.05, 0.4)",0.5625252609956333
"('default', 'uniforme', 0.05, 0.8, 5, 0.05, 0.4)",0.5625088661774537
"('default', 'uniforme', 0.05, 0.6, 2, 0.05, 0.6)",0.5624907466522331
"('default', 'uniforme', 0.05, 0.8, 5, 0.01, 0.8)",0.5624159401140594
"('default', 'uniforme', 0.1, 0.9, 3, 0.1, 0.2)",0.5624001648400694
"('diverse', 'default', 0.2, 0.8, 3, 0.01, 0.2)",0.5618776487774948
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.1, 0.8)",0.5616336386220182
"('default', 'default', 0.05, 0.8, 7, 0.2, 0.6)",0.561609671314655
"('diverse', 'uniforme', 0.2, 0.9, 5, 0.2, 0.2)",0.5614594449930899
"('default', 'default', 0.1, 0.7, 3, 0.01, 0.4)",0.5609980774163426
"('default', 'uniforme', 0.05, 0.6, 2, 0.1, 0.2)",0.5609939471472839
"('default', 'uniforme', 0.1, 0.9, 3, 0.1, 0.6)",0.5609092110054292
"('default', 'default', 0.05, 0.6, 7, 0.01, 0.8)",0.5606864361076552
"('default', 'default', 0.05, 0.8, 7, 0.2, 0.4)",0.5604119141562247
"('default', 'uniforme', 0.05, 0.6, 2, 0.01, 0.8)",0.5603858019437011
"('default', 'dos_puntos', 0.05, 0.8, 2, 0.1, 0.6)",0.5602860683079107
"('diverse', 'uniforme', 0.2, 0.6, 2, 0.05, 0.2)",0.560277503046511
"('default', 'uniforme', 0.05, 0.6, 5, 0.1, 0.2)",0.560142411129443
"('default', 'default', 0.05, 0.8, 3, 0.01, 0.2)",0.5601207080469217
"('default', 'dos_puntos', 0.1, 0.6, 3, 0.01, 0.4)",0.5600840418566546
"('diverse', 'uniforme', 0.2, 0.7, 5, 0.05, 0.2)",0.5599299885066765
"('diverse', 'uniforme', 0.2, 0.7, 3, 0.1, 0.4)",0.5596567649738233
"('default', 'uniforme', 0.05, 0.8, 2, 0.1, 0.2)",0.5596355028825689
"('default', 'default', 0.1, 0.8, 2, 0.05, 0.2)",0.5594030382448729
"('default', 'uniforme', 0.05, 0.7, 7, 0.05, 0.4)",0.5592985104746856
"('default', 'uniforme', 0.05, 0.7, 7, 0.1, 0.6)",0.5588159709897896
"('default', 'uniforme', 0.05, 0.9, 5, 0.05, 0.4)",0.55844081336613
"('default', 'default', 0.05, 0.6, 5, 0.2, 0.6)",0.5584297147118925
"('default', 'uniforme', 0.1, 0.7, 5, 0.2, 0.4)",0.5583066409887196
"('default', 'default', 0.05, 0.8, 7, 0.05, 0.4)",0.5578758298147684
"('default', 'uniforme', 0.05, 0.9, 2, 0.1, 0.6)",0.5577748373323356
"('default', 'dos_puntos', 0.05, 0.7, 2, 0.05, 0.8)",0.5574552054456042
"('default', 'uniforme', 0.2, 0.7, 2, 0.1, 0.8)",0.557381941883769
"('default', 'default', 0.05, 0.9, 3, 0.01, 0.8)",0.5572044621639063
"('default', 'default', 0.2, 0.7, 2, 0.01, 0.4)",0.5571959868848206
"('default', 'uniforme', 0.05, 0.8, 7, 0.05, 0.8)",0.5570513907125121
"('default', 'uniforme', 0.05, 0.8, 7, 0.2, 0.8)",0.5566352039287702
"('default', 'uniforme', 0.1, 0.6, 5, 0.05, 0.2)",0.5565412823443163
"('default', 'uniforme', 0.05, 0.8, 3, 0.2, 0.6)",0.5564073931318025
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.1, 0.8)",0.5561244200383884
"('default', 'default', 0.05, 0.8, 5, 0.05, 0.4)",0.5561099881374584
"('default', 'dos_puntos', 0.05, 0.6, 5, 0.01, 0.6)",0.5560548834851028
"('default', 'uniforme', 0.05, 0.7, 7, 0.2, 0.8)",0.5559286932509858
"('default', 'uniforme', 0.05, 0.8, 5, 0.05, 0.8)",0.5558077601999257
"('default', 'dos_puntos', 0.1, 0.8, 3, 0.1, 0.2)",0.5556866472244721
"('default', 'dos_puntos', 0.05, 0.9, 2, 0.1, 0.4)",0.555659554718792
"('default', 'dos_puntos', 0.1, 0.8, 5, 0.2, 0.2)",0.5555987486916162
"('default', 'uniforme', 0.1, 0.6, 3, 0.01, 0.2)",0.5555131180757404
"('diverse', 'uniforme', 0.2, 0.9, 5, 0.1, 0.4)",0.5553873714781383
"('default', 'default', 0.1, 0.7, 5, 0.1, 0.2)",0.555153813238024
"('default', 'dos_puntos', 0.1, 0.7, 2, 0.05, 0.6)",0.5550717089466579
"('default', 'dos_puntos', 0.05, 0.6, 7, 0.2, 0.2)",0.5548309158412369
"('default', 'uniforme', 0.05, 0.6, 5, 0.05, 0.2)",0.5545726580058739
"('default', 'uniforme', 0.2, 0.9, 2, 0.2, 0.6)",0.5543623294072735
"('default', 'default', 0.05, 0.8, 5, 0.1, 0.6)",0.5543417996334581
"('default', 'dos_puntos', 0.05, 0.9, 2, 0.2, 0.6)",0.5542984601396735
"('default', 'uniforme', 0.05, 0.9, 3, 0.1, 0.8)",0.5540500490766112
"('default', 'uniforme', 0.2, 0.9, 2, 0.01, 0.2)",0.5539187259477198
"('default', 'uniforme', 0.05, 0.8, 7, 0.01, 0.6)",0.5537103967390371
"('diverse', 'default', 0.2, 0.7, 2, 0.01, 0.4)",0.5533363584213593
"('diverse', 'default', 0.2, 0.6, 2, 0.2, 0.6)",0.5533351432197514
"('diverse', 'uniforme', 0.2, 0.7, 7, 0.05, 0.2)",0.5531887280489188
"('default', 'uniforme', 0.2, 0.8, 2, 0.1, 0.2)",0.55315169985423
"('default', 'default', 0.05, 0.8, 7, 0.01, 0.2)",0.5530033898119486
"('default', 'default', 0.2, 0.7, 2, 0.05, 0.2)",0.5527293728747232
"('diverse', 'uniforme', 0.2, 0.8, 2, 0.1, 0.4)",0.5520923524912289
"('default', 'dos_puntos', 0.2, 0.7, 2, 0.05, 0.2)",0.5520860294197809
"('diverse', 'uniforme', 0.2, 0.8, 3, 0.01, 0.2)",0.55208163567594
"('default', 'default', 0.05, 0.7, 5, 0.01, 0.6)",0.5520564267426475
"('default', 'dos_puntos', 0.1, 0.7, 2, 0.1, 0.2)",0.5514788280367073
"('default', 'default', 0.05, 0.9, 5, 0.01, 0.8)",0.5509046006645723
"('diverse', 'default', 0.2, 0.7, 2, 0.2, 0.2)",0.5509030557146783
"('default', 'uniforme', 0.2, 0.9, 3, 0.1, 0.4)",0.5507548592822111
"('default', 'uniforme', 0.05, 0.7, 2, 0.01, 0.2)",0.550654508285917
"('diverse', 'default', 0.2, 0.6, 5, 0.2, 0.2)",0.5504961563770552
"('default', 'uniforme', 0.2, 0.8, 3, 0.05, 0.4)",0.550115310896564
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.05, 0.8)",0.5500538284280945
"('diverse', 'uniforme', 0.2, 0.8, 2, 0.2, 0.2)",0.5499473181451652
"('default', 'default', 0.1, 0.9, 2, 0.05, 0.6)",0.5498036604252248
"('diverse', 'uniforme', 0.2, 0.8, 2, 0.01, 0.2)",0.5497794905951707
"('diverse', 'dos_puntos', 0.2, 0.8, 5, 0.05, 0.4)",0.5496960789239334
"('default', 'uniforme', 0.05, 0.9, 5, 0.1, 0.8)",0.5494233441893128
"('default', 'default', 0.05, 0.6, 5, 0.1, 0.6)",0.5490427956808033
"('default', 'default', 0.1, 0.6, 3, 0.05, 0.2)",0.549031849351331
"('default', 'dos_puntos', 0.1, 0.8, 7, 0.05, 0.2)",0.5488263633143406
"('default', 'uniforme', 0.05, 0.9, 3, 0.2, 0.6)",0.5486799286022359
"('default', 'dos_puntos', 0.05, 0.7, 3, 0.01, 0.2)",0.5486764597776423
"('default', 'default', 0.1, 0.8, 3, 0.1, 0.6)",0.5484258696233331
"('default', 'default', 0.1, 0.6, 2, 0.2, 0.4)",0.548289593181877
"('diverse', 'uniforme', 0.2, 0.6, 2, 0.05, 0.8)",0.5481356445649821
"('diverse', 'default', 0.2, 0.6, 3, 0.01, 0.4)",0.5481346656549528
"('diverse', 'uniforme', 0.2, 0.9, 2, 0.01, 0.2)",0.5480926068471645
"('default', 'default', 0.05, 0.8, 5, 0.01, 0.4)",0.5477962284856257
"('diverse', 'default', 0.2, 0.8, 7, 0.05, 0.6)",0.547631404662172
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.2, 0.8)",0.5476078176251724
"('default', 'uniforme', 0.05, 0.7, 5, 0.05, 0.8)",0.5475554939351597
"('default', 'uniforme', 0.05, 0.9, 7, 0.01, 0.2)",0.5474192195126728
"('default', 'dos_puntos', 0.05, 0.6, 2, 0.05, 0.8)",0.547393073559714
"('diverse', 'uniforme', 0.1, 0.6, 2, 0.01, 0.2)",0.5472481079013753
"('default', 'dos_puntos', 0.05, 0.7, 2, 0.1, 0.8)",0.5471756329306277
"('default', 'uniforme', 0.05, 0.7, 3, 0.1, 0.6)",0.5470062609722357
"('default', 'uniforme', 0.1, 0.6, 5, 0.2, 0.4)",0.5469501491128892
"('diverse', 'default', 0.2, 0.7, 2, 0.05, 0.6)",0.5468809585813461
"('default', 'dos_puntos', 0.2, 0.9, 2, 0.2, 0.4)",0.5467698470111538
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.2, 0.2)",0.5464392459560623
"('default', 'default', 0.05, 0.6, 5, 0.1, 0.2)",0.5463550016364702
"('diverse', 'default', 0.2, 0.9, 7, 0.05, 0.4)",0.5462867165647045
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.01, 0.8)",0.5461162195673916
"('diverse', 'uniforme', 0.2, 0.9, 7, 0.01, 0.6)",0.5460506779246379
"('default', 'dos_puntos', 0.2, 0.6, 2, 0.1, 0.2)",0.5460004815222532
"('default', 'uniforme', 0.1, 0.9, 3, 0.01, 0.2)",0.545917940236095
"('default', 'dos_puntos', 0.05, 0.9, 3, 0.1, 0.6)",0.5455678293814408
"('default', 'default', 0.05, 0.9, 7, 0.1, 0.8)",0.5453580310316285
"('default', 'default', 0.1, 0.8, 3, 0.1, 0.2)",0.5452770934187903
"('default', 'default', 0.05, 0.7, 7, 0.2, 0.2)",0.5452414693133422
"('default', 'uniforme', 0.1, 0.9, 5, 0.01, 0.2)",0.5452210093543345
"('diverse', 'default', 0.2, 0.9, 5, 0.2, 0.2)",0.5450977537641114
"('diverse', 'uniforme', 0.2, 0.9, 3, 0.1, 0.4)",0.5446259387469459
"('diverse', 'default', 0.2, 0.6, 2, 0.01, 0.8)",0.5444538746284422
"('default', 'uniforme', 0.1, 0.6, 2, 0.01, 0.2)",0.543662601938622
"('diverse', 'default', 0.2, 0.8, 2, 0.2, 0.4)",0.5435227689956508
"('default', 'dos_puntos', 0.1, 0.9, 7, 0.05, 0.2)",0.5435056310172885
"('diverse', 'default', 0.2, 0.6, 7, 0.2, 0.2)",0.5434249031822179
"('default', 'uniforme', 0.1, 0.8, 3, 0.05, 0.4)",0.5430281294019192
"('default', 'default', 0.05, 0.9, 3, 0.1, 0.6)",0.5429983122297554
"('default', 'uniforme', 0.1, 0.8, 2, 0.05, 0.2)",0.5429749046587303
"('diverse', 'dos_puntos', 0.2, 0.9, 5, 0.2, 0.8)",0.5427419212121736
"('diverse', 'default', 0.2, 0.9, 2, 0.01, 0.4)",0.5427157802435676
"('default', 'uniforme', 0.05, 0.7, 5, 0.2, 0.6)",0.5426971954000579
"('default', 'uniforme', 0.05, 0.7, 3, 0.1, 0.8)",0.5425659821573244
"('default', 'dos_puntos', 0.05, 0.8, 5, 0.01, 0.4)",0.5422280363122274
"('diverse', 'dos_puntos', 0.2, 0.7, 3, 0.01, 0.6)",0.542043398742444
"('diverse', 'uniforme', 0.2, 0.7, 3, 0.1, 0.8)",0.5419422387277562
"('default', 'default', 0.05, 0.9, 5, 0.05, 0.8)",0.5417398674500185
"('default', 'default', 0.1, 0.7, 2, 0.1, 0.4)",0.5416785035603386
"('diverse', 'default', 0.2, 0.6, 5, 0.05, 0.8)",0.5416267297666322
"('diverse', 'default', 0.2, 0.6, 3, 0.01, 0.8)",0.5415522415391858
"('default', 'uniforme', 0.05, 0.7, 5, 0.1, 0.6)",0.5414500323966133
"('default', 'default', 0.05, 0.9, 3, 0.2, 0.8)",0.5413792252549084
"('diverse', 'uniforme', 0.2, 0.7, 5, 0.2, 0.2)",0.5412639052031807
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.1, 0.2)",0.5409325472940376
"('default', 'default', 0.05, 0.7, 7, 0.05, 0.6)",0.5409241080640859
"('default', 'default', 0.2, 0.8, 2, 0.01, 0.2)",0.540873624341595
"('default', 'default', 0.05, 0.7, 7, 0.2, 0.8)",0.5408327091888133
"('diverse', 'uniforme', 0.2, 0.9, 7, 0.01, 0.8)",0.5406767209254533
"('default', 'default', 0.05, 0.8, 7, 0.1, 0.8)",0.5406644113938867
"('default', 'dos_puntos', 0.1, 0.8, 5, 0.2, 0.4)",0.5404437662982504
"('diverse', 'default', 0.2, 0.6, 5, 0.1, 0.2)",0.540335960136634
"('default', 'default', 0.05, 0.8, 2, 0.2, 0.6)",0.5401655083977738
"('default', 'dos_puntos', 0.2, 0.7, 3, 0.1, 0.2)",0.5401249724899677
"('default', 'default', 0.05, 0.9, 2, 0.1, 0.8)",0.540006366750098
"('default', 'uniforme', 0.2, 0.8, 5, 0.2, 0.4)",0.5400009474114598
"('diverse', 'default', 0.2, 0.6, 5, 0.01, 0.8)",0.5399391227432914
"('diverse', 'default', 0.2, 0.6, 7, 0.1, 0.2)",0.5398439535607293
"('default', 'default', 0.1, 0.7, 2, 0.01, 0.6)",0.5397753671282057
"('default', 'dos_puntos', 0.05, 0.9, 3, 0.01, 0.6)",0.5397398641857295
"('default', 'uniforme', 0.05, 0.7, 3, 0.01, 0.4)",0.5396443004879254
"('default', 'default', 0.1, 0.6, 2, 0.1, 0.2)",0.5396230673547167
"('diverse', 'uniforme', 0.2, 0.8, 5, 0.05, 0.4)",0.5395313126323085
"('diverse', 'dos_puntos', 0.2, 0.9, 3, 0.1, 0.2)",0.5394641409344183
"('default', 'default', 0.2, 0.9, 5, 0.1, 0.2)",0.5390849574018256
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.05, 0.4)",0.5387283519415696
"('default', 'uniforme', 0.05, 0.9, 7, 0.1, 0.4)",0.5387066291983728
"('default', 'uniforme', 0.05, 0.7, 3, 0.05, 0.4)",0.5386687777835287
"('default', 'uniforme', 0.2, 0.6, 3, 0.05, 0.4)",0.538635040816849
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.05, 0.8)",0.5384868509412204
"('default', 'dos_puntos', 0.2, 0.8, 3, 0.05, 0.6)",0.5380128929718712
"('default', 'uniforme', 0.05, 0.9, 2, 0.01, 0.4)",0.5375793949973745
"('default', 'default', 0.05, 0.6, 5, 0.05, 0.4)",0.5375765334506403
"('diverse', 'uniforme', 0.2, 0.6, 3, 0.01, 0.4)",0.5373531981885308
"('default', 'dos_puntos', 0.1, 0.8, 2, 0.1, 0.2)",0.537303525785885
"('default', 'uniforme', 0.05, 0.9, 3, 0.05, 0.6)",0.5372247685598005
"('default', 'dos_puntos', 0.1, 0.6, 2, 0.01, 0.6)",0.5372209388841976
"('diverse', 'uniforme', 0.2, 0.8, 5, 0.05, 0.2)",0.5370550258793305
"('default', 'uniforme', 0.05, 0.7, 3, 0.2, 0.2)",0.5369885627221731
"('diverse', 'dos_puntos', 0.2, 0.7, 2, 0.05, 0.8)",0.5368523122603697
"('default', 'uniforme', 0.05, 0.6, 5, 0.1, 0.6)",0.5366422116753287
"('diverse', 'uniforme', 0.2, 0.6, 7, 0.1, 0.2)",0.536283654348963
"('default', 'default', 0.1, 0.6, 3, 0.2, 0.6)",0.5362708178289756
"('default', 'default', 0.05, 0.7, 5, 0.1, 0.8)",0.5361862338074803
"('diverse', 'default', 0.2, 0.6, 2, 0.01, 0.2)",0.535744105302325
"('diverse', 'default', 0.2, 0.7, 7, 0.05, 0.2)",0.5357297417206281
"('default', 'default', 0.05, 0.6, 2, 0.05, 0.6)",0.5356932091641433
"('default', 'uniforme', 0.1, 0.8, 2, 0.01, 0.4)",0.5356848570907184
"('default', 'dos_puntos', 0.1, 0.6, 2, 0.01, 0.4)",0.5355545877365236
"('default', 'uniforme', 0.1, 0.7, 2, 0.2, 0.6)",0.5355139842290912
"('diverse', 'default', 0.1, 0.6, 2, 0.1, 0.2)",0.5353662131144147
"('diverse', 'default', 0.1, 0.8, 2, 0.01, 0.4)",0.5352737779968978
"('default', 'uniforme', 0.05, 0.9, 7, 0.1, 0.2)",0.5351170983745905
"('default', 'uniforme', 0.05, 0.8, 2, 0.01, 0.8)",0.5350183237034761
"('default', 'uniforme', 0.05, 0.7, 5, 0.2, 0.8)",0.5349800720487246
"('default', 'uniforme', 0.05, 0.6, 5, 0.2, 0.2)",0.5349577602219875
"('default', 'uniforme', 0.05, 0.9, 7, 0.05, 0.6)",0.5349165163835016
"('diverse', 'dos_puntos', 0.2, 0.8, 3, 0.01, 0.2)",0.5348767058158975
"('diverse', 'dos_puntos', 0.2, 0.6, 5, 0.01, 0.6)",0.5348482059899478
"('default', 'uniforme', 0.05, 0.9, 7, 0.01, 0.8)",0.5345674756395992
"('default', 'dos_puntos', 0.1, 0.8, 2, 0.01, 0.6)",0.5344983692248912
"('diverse', 'uniforme', 0.2, 0.7, 3, 0.01, 0.6)",0.5342067698219164
"('default', 'dos_puntos', 0.1, 0.9, 3, 0.1, 0.2)",0.53400425835578
"('default', 'default', 0.05, 0.8, 2, 0.01, 0.8)",0.5338386692569764
"('default', 'default', 0.05, 0.8, 5, 0.05, 0.2)",0.5338291784296579
"('default', 'default', 0.05, 0.9, 3, 0.01, 0.4)",0.5337233732326097
"('default', 'uniforme', 0.05, 0.9, 3, 0.01, 0.2)",0.5336336142400813
"('diverse', 'default', 0.2, 0.7, 7, 0.01, 0.4)",0.5335288850849249
"('default', 'default', 0.05, 0.8, 2, 0.05, 0.8)",0.5335140638812751
"('default', 'default', 0.05, 0.7, 5, 0.2, 0.6)",0.5334262824538883
"('diverse', 'default', 0.2, 0.9, 5, 0.1, 0.2)",0.5332694877031459
"('default', 'default', 0.1, 0.8, 3, 0.1, 0.4)",0.5328658552611916
"('diverse', 'default', 0.2, 0.9, 5, 0.05, 0.2)",0.5327810021454715
"('default', 'dos_puntos', 0.05, 0.7, 3, 0.01, 0.6)",0.5327180609118926
"('default', 'default', 0.05, 0.9, 7, 0.05, 0.2)",0.5325919375576038
"('diverse', 'uniforme', 0.2, 0.9, 7, 0.1, 0.2)",0.5325825206402682
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.1, 0.2)",0.5325692247556633
"('default', 'default', 0.1, 0.6, 2, 0.1, 0.4)",0.5325547456177213
"('default', 'default', 0.05, 0.8, 5, 0.01, 0.2)",0.5322836094815324
"('default', 'uniforme', 0.05, 0.6, 2, 0.2, 0.4)",0.5322331271811549
"('diverse', 'uniforme', 0.2, 0.7, 7, 0.2, 0.6)",0.5321140110728201
"('default', 'dos_puntos', 0.05, 0.6, 3, 0.01, 0.8)",0.531921838887939
"('default', 'dos_puntos', 0.1, 0.7, 2, 0.1, 0.4)",0.531866919730089
"('default', 'uniforme', 0.05, 0.7, 7, 0.01, 0.2)",0.5317637028036548
"('default', 'uniforme', 0.05, 0.8, 2, 0.05, 0.8)",0.5315388812729538
"('diverse', 'uniforme', 0.2, 0.7, 5, 0.1, 0.8)",0.5312562193813773
"('default', 'dos_puntos', 0.1, 0.9, 2, 0.01, 0.2)",0.5311113626375829
"('diverse', 'default', 0.2, 0.8, 3, 0.2, 0.2)",0.5310911464807756
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.01, 0.6)",0.5308613414580956
"('default', 'default', 0.05, 0.9, 2, 0.05, 0.6)",0.5306209416275014
"('diverse', 'uniforme', 0.2, 0.8, 7, 0.01, 0.8)",0.5306140834746942
"('default', 'dos_puntos', 0.2, 0.7, 2, 0.01, 0.4)",0.5305416110140668
"('default', 'dos_puntos', 0.05, 0.9, 7, 0.1, 0.4)",0.5303664734644221
"('diverse', 'dos_puntos', 0.2, 0.9, 5, 0.05, 0.2)",0.5294747746971643
"('diverse', 'dos_puntos', 0.2, 0.7, 5, 0.05, 0.2)",0.5292332633048433
"('diverse', 'default', 0.2, 0.8, 5, 0.05, 0.6)",0.5288583848628062
"('default', 'dos_puntos', 0.1, 0.6, 3, 0.1, 0.2)",0.5288407574602071
"('default', 'default', 0.05, 0.9, 7, 0.1, 0.6)",0.5288160723163665
"('default', 'default', 0.05, 0.8, 2, 0.05, 0.2)",0.528699419735583
"('default', 'uniforme', 0.1, 0.9, 2, 0.01, 0.6)",0.5283947935519787
"('diverse', 'dos_puntos', 0.2, 0.7, 3, 0.1, 0.2)",0.5283106852529075
"('default', 'dos_puntos', 0.2, 0.9, 3, 0.2, 0.8)",0.5280609571920811
"('default', 'dos_puntos', 0.05, 0.6, 2, 0.05, 0.6)",0.5278918787483393
"('default', 'default', 0.05, 0.8, 7, 0.1, 0.4)",0.5278094372360619
"('diverse', 'uniforme', 0.2, 0.7, 2, 0.1, 0.8)",0.5275689360267949
"('default', 'default', 0.05, 0.9, 5, 0.01, 0.6)",0.527488191692863
"('default', 'default', 0.05, 0.8, 3, 0.05, 0.8)",0.5274223190193691
"('default', 'default', 0.05, 0.8, 3, 0.2, 0.6)",0.527374636828669
"('default', 'uniforme', 0.05, 0.8, 7, 0.01, 0.8)",0.5273510408658744
"('default', 'uniforme', 0.05, 0.8, 5, 0.2, 0.6)",0.5270061663705701
"('default', 'uniforme', 0.05, 0.6, 5, 0.01, 0.2)",0.5269018724421564
"('diverse', 'uniforme', 0.2, 0.9, 7, 0.05, 0.4)",0.5268754051212451
"('default', 'uniforme', 0.05, 0.9, 5, 0.01, 0.4)",0.5267216045576304
"('default', 'dos_puntos', 0.05, 0.6, 5, 0.01, 0.2)",0.5264910232964046
"('diverse', 'default', 0.2, 0.7, 5, 0.01, 0.8)",0.5264557036210766
"('default', 'uniforme', 0.05, 0.6, 7, 0.2, 0.8)",0.5264331109379017
"('default', 'dos_puntos', 0.05, 0.9, 3, 0.2, 0.4)",0.5263843468791859
"('default', 'default', 0.05, 0.7, 7, 0.2, 0.4)",0.5263273614100635
"('default', 'default', 0.05, 0.9, 2, 0.05, 0.8)",0.5259558471344195
"('diverse', 'default', 0.1, 0.8, 3, 0.2, 0.4)",0.5256753053145794
"('default', 'dos_puntos', 0.05, 0.8, 3, 0.1, 0.6)",0.5256423522446734
"('default', 'default', 0.05, 0.7, 2, 0.01, 0.6)",0.5253940555210789
"('diverse', 'uniforme', 0.2, 0.9, 5, 0.05, 0.6)",0.5253390707316213
"('default', 'dos_puntos', 0.05, 0.7, 7, 0.2, 0.6)",0.5251682091242214
"('default', 'dos_puntos', 0.05, 0.9, 5, 0.1, 0.2)",0.5251592374108117
"('diverse', 'uniforme', 0.2, 0.7, 7, 0.2, 0.2)",0.525015590081614
"('diverse', 'default', 0.2, 0.8, 5, 0.05, 0.8)",0.5248875617470554
"('default', 'uniforme', 0.05, 0.6, 3, 0.01, 0.8)",0.5247308247601353
"('default', 'uniforme', 0.05, 0.9, 5, 0.01, 0.6)",0.5247184806675456
"('default', 'default', 0.2, 0.8, 3, 0.1, 0.4)",0.5246267974667543
"('default', 'dos_puntos', 0.1, 0.8, 2, 0.2, 0.4)",0.5244685125726006
